temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
11.96,11/11/2011 23:00,123,fog,9.4,11/11/2011 7:00,0.79,3.88,1016.08,11/11/2011 7:00,10.87,rain,3.3,0.95,11/11/2011 19:00,10.87,11.96,1,11/11/2011 0:00,11/11/2011 16:19,10.87,8.85,10.87,11/11/2011 7:12,11/11/2011 19:00,11/11/2011 11:00,Foggy until afternoon.,11/11/2011 19:00,6.48,11/11/2011 23:00,11/11/2011 19:00,0.52
8.59,12/11/2011 14:00,198,partly-cloudy-day,4.49,12/11/2011 1:00,0.56,3.94,1007.71,12/11/2011 2:00,5.62,rain,12.09,0.88,12/11/2011 19:00,-0.64,5.72,1,12/11/2011 0:00,12/11/2011 15:52,3.09,2.48,8.59,12/11/2011 7:57,12/11/2011 14:00,12/11/2011 12:00,Partly cloudy throughout the day.,12/12/2011 7:00,0.11,12/11/2011 20:00,12/12/2011 8:00,0.53
10.33,12/27/2011 2:00,225,partly-cloudy-day,5.47,12/27/2011 23:00,0.85,3.54,1032.76,12/27/2011 22:00,10.33,rain,13.39,0.74,12/27/2011 14:00,5.52,10.33,0,12/27/2011 0:00,12/27/2011 15:57,8.03,8.03,10.33,12/27/2011 8:07,12/27/2011 14:00,12/27/2011 0:00,Mostly cloudy throughout the day.,12/27/2011 23:00,5.59,12/27/2011 2:00,12/28/2011 0:00,0.1
8.07,12/2/2011 23:00,232,wind,3.69,12/2/2011 7:00,0.32,3,1012.12,12/2/2011 7:00,5.33,rain,11.89,0.87,12/2/2011 12:00,3.26,5.33,1,12/2/2011 0:00,12/2/2011 15:56,6.33,2.56,7.36,12/2/2011 7:46,12/2/2011 12:00,12/2/2011 10:00,Partly cloudy throughout the day and breezy overnight.,12/2/2011 19:00,0.46,12/2/2011 12:00,12/2/2011 19:00,0.25
8.22,12/24/2011 23:00,252,partly-cloudy-night,2.79,12/24/2011 7:00,0.37,4.46,1028.17,12/24/2011 7:00,5.02,rain,13.16,0.8,12/24/2011 15:00,4.37,5.32,1,12/24/2011 0:00,12/24/2011 15:55,7.45,3.17,7.93,12/24/2011 8:06,12/24/2011 15:00,12/24/2011 13:00,Mostly cloudy throughout the day.,12/24/2011 19:00,-0.51,12/24/2011 23:00,12/24/2011 20:00,0.99
7.97,12/15/2011 14:00,234,wind,2.41,12/15/2011 0:00,0.42,4.71,996.75,12/15/2011 0:00,4.25,rain,12.79,0.77,12/15/2011 14:00,-2.58,4.38,1,12/15/2011 0:00,12/15/2011 15:52,1.8,4.08,7.97,12/15/2011 8:00,12/15/2011 14:00,12/15/2011 11:00,Partly cloudy throughout the day and breezy in the morning.,12/16/2011 8:00,1.07,12/15/2011 21:00,12/16/2011 8:00,0.66
13.19,11/19/2011 14:00,117,fog,8.12,11/19/2011 23:00,0.26,2.37,1016.8,11/19/2011 8:00,13.19,rain,6.63,0.92,11/19/2011 14:00,4.76,13.19,1,11/19/2011 0:00,11/19/2011 16:08,4.76,7.48,13.19,11/19/2011 7:26,11/19/2011 14:00,11/19/2011 10:00,Foggy starting in the evening.,11/20/2011 8:00,5.98,11/19/2011 14:00,11/20/2011 8:00,0.79
8.32,11/16/2011 23:00,117,fog,5.58,11/16/2011 7:00,0.81,2.36,1017.4,11/16/2011 4:00,6.64,rain,3.69,0.93,11/16/2011 14:00,4.68,7.14,1,11/16/2011 0:00,11/16/2011 16:12,6.93,5.19,8.18,11/16/2011 7:20,11/16/2011 14:00,11/16/2011 11:00,Foggy starting in the evening.,11/16/2011 19:00,2.93,11/16/2011 23:00,11/16/2011 19:00,0.68
9.82,12/12/2011 23:00,221,wind,4.1,12/12/2011 7:00,0.38,5.02,1002.47,12/12/2011 8:00,5.18,rain,12.05,0.84,12/12/2011 16:00,2.71,5.94,1,12/12/2011 0:00,12/12/2011 15:52,6.88,3.09,8.53,12/12/2011 7:58,12/12/2011 19:00,12/12/2011 11:00,Partly cloudy throughout the day and breezy starting in the evening.,12/13/2011 8:00,-0.64,12/12/2011 23:00,12/13/2011 8:00,0.56
9.71,11/20/2011 14:00,115,fog,6.62,11/20/2011 8:00,0.41,1.24,1018.82,11/20/2011 8:00,9.54,rain,2.64,0.96,11/20/2011 15:00,5.95,9.54,1,11/20/2011 0:00,11/20/2011 16:07,7.1,4.76,9.71,11/20/2011 7:27,11/20/2011 14:00,11/20/2011 10:00,Foggy in the morning.,11/21/2011 2:00,4.76,11/20/2011 15:00,11/21/2011 1:00,0.82
11.31,11/8/2011 0:00,101,fog,9.12,11/8/2011 9:00,0.83,2.4,1014.61,11/8/2011 8:00,10.57,rain,4.31,0.92,11/8/2011 16:00,9.11,11.31,1,11/8/2011 0:00,11/8/2011 16:24,9.73,9.37,10.57,11/8/2011 7:06,11/8/2011 16:00,11/8/2011 10:00,Foggy in the morning.,11/8/2011 21:00,7.85,11/8/2011 0:00,11/8/2011 21:00,0.43
9.11,12/4/2011 13:00,254,partly-cloudy-day,4.87,12/4/2011 23:00,0.36,4.31,1001.15,12/4/2011 23:00,6.66,rain,13.36,0.82,12/4/2011 14:00,-1.69,6.66,1,12/4/2011 0:00,12/4/2011 15:55,2.81,4.69,9.11,12/4/2011 7:48,12/4/2011 13:00,12/4/2011 10:00,Partly cloudy until evening.,12/5/2011 8:00,1.03,12/4/2011 14:00,12/5/2011 8:00,0.31
4.68,12/16/2011 0:00,315,partly-cloudy-day,1.6,12/16/2011 8:00,0.7,3.71,988.1,12/16/2011 10:00,0.23,rain,10.96,0.88,12/16/2011 15:00,-3.56,0.99,1,12/16/2011 0:00,12/16/2011 15:52,0.24,1.8,4.53,12/16/2011 8:01,12/16/2011 15:00,12/16/2011 11:00,Mostly cloudy throughout the day.,12/17/2011 8:00,-2.65,12/16/2011 0:00,12/17/2011 8:00,0.7
15.57,11/1/2011 15:00,208,partly-cloudy-day,10.13,11/1/2011 22:00,0.36,2.45,1009.46,11/1/2011 22:00,15.57,rain,12.68,0.84,11/1/2011 15:00,7.33,15.57,1,11/1/2011 0:00,11/1/2011 16:36,8.88,9.68,15.57,11/1/2011 6:54,11/1/2011 15:00,11/1/2011 10:00,Partly cloudy until evening.,11/2/2011 3:00,9.01,11/1/2011 15:00,11/2/2011 3:00,0.21
12.91,12/26/2011 13:00,236,partly-cloudy-day,8.88,12/26/2011 21:00,0.81,5.44,1033.14,12/26/2011 21:00,12.91,rain,13.23,0.84,12/26/2011 13:00,6.91,12.91,1,12/26/2011 0:00,12/26/2011 15:57,9.79,9.82,12.91,12/26/2011 8:06,12/26/2011 13:00,12/26/2011 12:00,Mostly cloudy throughout the day.,12/27/2011 8:00,6.91,12/26/2011 13:00,12/26/2011 21:00,0.07
12.58,11/28/2011 23:00,190,partly-cloudy-night,4.39,11/28/2011 5:00,0.56,2.34,1022.8,11/28/2011 5:00,10.27,rain,11.84,0.86,11/28/2011 19:00,10.27,12.58,1,11/28/2011 0:00,11/28/2011 15:59,10.27,1.31,10.27,11/28/2011 7:40,11/28/2011 19:00,11/28/2011 11:00,Mostly cloudy throughout the day.,11/28/2011 19:00,1.31,11/28/2011 23:00,11/28/2011 19:00,0.12
7.68,12/9/2011 13:00,255,partly-cloudy-day,0.41,12/9/2011 23:00,0.15,5.65,1010.6,12/9/2011 23:00,3.99,rain,12.83,0.71,12/9/2011 13:00,-3.42,3.99,1,12/9/2011 0:00,12/9/2011 15:53,-0.13,2.03,7.68,12/9/2011 7:54,12/9/2011 13:00,12/9/2011 10:00,"Partly cloudy starting in the afternoon, continuing until evening.",12/10/2011 7:00,-1.42,12/9/2011 13:00,12/10/2011 7:00,0.46
6.87,12/5/2011 13:00,254,partly-cloudy-day,0.84,12/5/2011 8:00,0.2,5.57,1006.01,12/5/2011 8:00,3.13,rain,13,0.77,12/5/2011 15:00,-1.61,3.13,1,12/5/2011 0:00,12/5/2011 15:54,2.68,2.81,6.87,12/5/2011 7:50,12/5/2011 13:00,12/5/2011 10:00,Partly cloudy until evening.,12/6/2011 1:00,-1.69,12/5/2011 15:00,12/6/2011 5:00,0.34
12.93,11/24/2011 12:00,204,partly-cloudy-night,8.56,11/24/2011 2:00,0.41,4.04,1027.22,11/24/2011 2:00,12.93,rain,10.64,0.89,11/24/2011 12:00,7.3,12.93,1,11/24/2011 0:00,11/24/2011 16:02,9.71,8.56,12.93,11/24/2011 7:34,11/24/2011 12:00,11/24/2011 10:00,Partly cloudy throughout the day.,11/24/2011 19:00,7.01,11/24/2011 12:00,11/24/2011 19:00,0.97
14.44,11/17/2011 13:00,190,fog,8.83,11/17/2011 3:00,0.52,2.23,1018.32,11/17/2011 21:00,14.44,rain,8.1,0.88,11/17/2011 13:00,7.54,14.44,1,11/17/2011 0:00,11/17/2011 16:10,9.06,8.54,14.44,11/17/2011 7:22,11/17/2011 13:00,11/17/2011 10:00,Foggy in the morning.,11/18/2011 5:00,7.54,11/17/2011 13:00,11/17/2011 21:00,0.71
12.08,12/13/2011 2:00,233,wind,3.62,12/13/2011 21:00,0.42,7.44,990.27,12/13/2011 21:00,4.51,rain,12.55,0.75,12/13/2011 7:00,0.22,12.08,1,12/13/2011 0:00,12/13/2011 15:52,4.16,4.54,8.48,12/13/2011 7:59,12/13/2011 7:00,12/13/2011 11:00,Breezy in the morning and partly cloudy throughout the day.,12/14/2011 6:00,0.22,12/13/2011 2:00,12/13/2011 21:00,0.59
12.14,12/22/2011 14:00,257,partly-cloudy-night,8.07,12/22/2011 7:00,0.38,4.31,1024.71,12/22/2011 7:00,12.14,rain,12.99,0.87,12/22/2011 14:00,10.35,12.14,1,12/22/2011 0:00,12/22/2011 15:54,10.35,8.08,12.14,12/22/2011 8:05,12/22/2011 14:00,12/22/2011 11:00,Partly cloudy throughout the day.,12/22/2011 19:00,5.37,12/22/2011 14:00,12/22/2011 19:00,0.92
6.91,12/6/2011 14:00,245,partly-cloudy-day,2.15,12/6/2011 1:00,0.34,4.79,1007.32,12/6/2011 5:00,3.77,rain,13.15,0.83,12/6/2011 16:00,1.9,3.77,1,12/6/2011 0:00,12/6/2011 15:54,5.16,2.68,6.91,12/6/2011 7:51,12/6/2011 14:00,12/6/2011 11:00,Partly cloudy until evening.,12/6/2011 22:00,-1.61,12/6/2011 16:00,12/6/2011 22:00,0.37
9.02,12/7/2011 12:00,263,wind,1.79,12/7/2011 23:00,0.29,7.06,1008.76,12/7/2011 22:00,4.98,rain,13.12,0.68,12/7/2011 13:00,0.63,5.14,1,12/7/2011 0:00,12/7/2011 15:53,4.27,4.91,9.02,12/7/2011 7:52,12/7/2011 12:00,12/7/2011 10:00,Partly cloudy throughout the day and breezy until afternoon.,12/8/2011 2:00,0.94,12/7/2011 4:00,12/8/2011 0:00,0.4
10.69,11/21/2011 13:00,103,fog,8.23,11/21/2011 2:00,0.7,2.62,1015.07,11/21/2011 1:00,10.69,rain,2.82,0.95,11/21/2011 13:00,7.99,10.69,1,11/21/2011 0:00,11/21/2011 16:06,9.39,7.1,10.69,11/21/2011 7:29,11/21/2011 13:00,11/21/2011 11:00,Foggy starting in the evening.,11/21/2011 23:00,5.95,11/21/2011 13:00,11/21/2011 21:00,0.86
12.89,12/8/2011 18:00,234,wind,5.96,12/8/2011 2:00,0.53,7.01,1010.84,12/8/2011 0:00,12.89,rain,12.59,0.81,12/8/2011 18:00,-0.37,12.89,1,12/8/2011 0:00,12/8/2011 15:53,3.76,4.27,12.89,12/8/2011 7:53,12/8/2011 18:00,12/8/2011 12:00,Breezy and mostly cloudy throughout the day.,12/9/2011 8:00,0.63,12/8/2011 18:00,12/9/2011 5:00,0.43
11.85,11/6/2011 14:00,1,partly-cloudy-day,7.48,11/6/2011 5:00,0.77,4.77,1021.96,11/6/2011 6:00,11.85,rain,11.76,0.81,11/6/2011 14:00,10.17,11.85,1,11/6/2011 0:00,11/6/2011 16:27,10.17,9.46,11.85,11/6/2011 7:03,11/6/2011 14:00,11/6/2011 10:00,Mostly cloudy throughout the day.,11/7/2011 0:00,7.03,11/6/2011 14:00,11/7/2011 0:00,0.37
13.03,11/25/2011 5:00,243,partly-cloudy-day,7.24,11/25/2011 23:00,0.48,5.02,1024.47,11/25/2011 23:00,12.27,rain,12.38,0.79,11/25/2011 12:00,4.69,13.03,1,11/25/2011 0:00,11/25/2011 16:01,7.01,7.46,12.27,11/25/2011 7:35,11/25/2011 12:00,11/25/2011 10:00,Partly cloudy throughout the day.,11/26/2011 1:00,4.84,11/25/2011 5:00,11/26/2011 5:00,0.01
12.15,12/1/2011 7:00,225,partly-cloudy-day,6.87,12/1/2011 23:00,0.57,2.57,1007.12,12/1/2011 23:00,12.15,rain,12.15,0.82,12/1/2011 7:00,0.46,12.15,1,12/1/2011 0:00,12/1/2011 15:56,2.56,6.08,12.15,12/1/2011 7:44,12/1/2011 7:00,12/1/2011 10:00,Partly cloudy throughout the day.,12/2/2011 7:00,5.29,12/1/2011 7:00,12/2/2011 7:00,0.22
11.98,12/25/2011 23:00,237,partly-cloudy-day,7.9,12/25/2011 0:00,0.88,5.81,1028.45,12/25/2011 0:00,11.54,rain,13.99,0.83,12/25/2011 14:00,11.52,11.98,0,12/25/2011 0:00,12/25/2011 15:56,11.52,8.67,11.54,12/25/2011 8:06,12/25/2011 14:00,12/25/2011 0:00,Mostly cloudy throughout the day.,12/25/2011 19:00,5.93,12/25/2011 23:00,12/25/2011 19:00,0.03
10.27,12/30/2011 23:00,260,partly-cloudy-day,4.12,12/30/2011 7:00,0.56,3.71,1016.85,12/30/2011 7:00,4.92,rain,11.06,0.84,12/30/2011 15:00,4.06,10.27,1,12/30/2011 0:00,12/30/2011 16:00,6.77,5.33,6.99,12/30/2011 8:07,12/30/2011 13:00,12/30/2011 11:00,Mostly cloudy throughout the day.,12/30/2011 19:00,1.71,12/30/2011 23:00,12/30/2011 19:00,0.2
15.54,11/4/2011 11:00,179,fog,12.03,11/4/2011 23:00,0.5,2.62,995.54,11/4/2011 23:00,15.54,rain,10.69,0.91,11/4/2011 11:00,10.17,15.54,1,11/4/2011 0:00,11/4/2011 16:30,10.17,11.53,15.54,11/4/2011 6:59,11/4/2011 11:00,11/4/2011 10:00,Foggy overnight.,11/5/2011 2:00,11.53,11/4/2011 11:00,11/5/2011 2:00,0.31
13.71,11/10/2011 15:00,98,fog,10.44,11/10/2011 4:00,0.34,2.66,1017.41,11/10/2011 4:00,13.71,rain,6.41,0.92,11/10/2011 15:00,6.48,13.71,1,11/10/2011 0:00,11/10/2011 16:20,8.85,10.26,13.71,11/10/2011 7:10,11/10/2011 15:00,11/10/2011 10:00,Foggy in the morning.,11/11/2011 7:00,10.26,11/10/2011 15:00,11/11/2011 7:00,0.49
15,11/9/2011 13:00,143,partly-cloudy-day,10.09,11/9/2011 0:00,0.57,2.74,1015.59,11/9/2011 0:00,15,rain,9.85,0.9,11/9/2011 13:00,10.26,15,1,11/9/2011 0:00,11/9/2011 16:22,10.26,10.1,15,11/9/2011 7:08,11/9/2011 13:00,11/9/2011 10:00,Partly cloudy throughout the day.,11/10/2011 4:00,10.1,11/9/2011 13:00,11/10/2011 4:00,0.46
17.41,11/3/2011 14:00,154,partly-cloudy-day,13.39,11/3/2011 21:00,0.52,3.99,993.4,11/3/2011 21:00,17.41,rain,12.15,0.89,11/3/2011 14:00,12.52,17.41,1,11/3/2011 0:00,11/3/2011 16:32,12.52,12.79,17.41,11/3/2011 6:58,11/3/2011 14:00,11/3/2011 10:00,Partly cloudy throughout the day.,11/4/2011 7:00,12.79,11/3/2011 14:00,11/4/2011 7:00,0.27
12.78,11/7/2011 13:00,26,fog,9.59,11/7/2011 0:00,0.82,3.9,1020.81,11/7/2011 0:00,12.78,rain,5.89,0.89,11/7/2011 13:00,7.85,12.78,1,11/7/2011 0:00,11/7/2011 16:25,9.67,10.17,12.78,11/7/2011 7:05,11/7/2011 13:00,11/7/2011 10:00,Foggy starting in the evening.,11/8/2011 8:00,10.17,11/7/2011 13:00,11/8/2011 8:00,0.4
10.36,11/23/2011 14:00,229,fog,6.29,11/23/2011 7:00,0.36,2.04,1027.12,11/23/2011 7:00,10.36,rain,8.06,0.93,11/23/2011 14:00,6.56,10.36,1,11/23/2011 0:00,11/23/2011 16:03,8.24,3.81,10.36,11/23/2011 7:32,11/23/2011 14:00,11/23/2011 10:00,Foggy in the morning.,11/23/2011 22:00,2.18,11/23/2011 14:00,11/23/2011 22:00,0.94
14.64,11/18/2011 11:00,168,partly-cloudy-day,9.06,11/18/2011 23:00,0.37,3.15,1017.97,11/18/2011 23:00,14.64,rain,12.55,0.87,11/18/2011 11:00,5.98,14.64,1,11/18/2011 0:00,11/18/2011 16:09,7.78,8.64,14.64,11/18/2011 7:24,11/18/2011 11:00,11/18/2011 10:00,Partly cloudy until evening.,11/19/2011 7:00,7.01,11/18/2011 11:00,11/19/2011 8:00,0.75
12.14,12/21/2011 15:00,266,partly-cloudy-day,8.6,12/21/2011 0:00,0.67,2.9,1017.91,12/21/2011 0:00,12.14,rain,9.41,0.94,12/21/2011 15:00,5.37,12.14,0,12/21/2011 0:00,12/21/2011 15:54,8.08,5.93,12.14,12/21/2011 8:04,12/21/2011 15:00,12/21/2011 0:00,Mostly cloudy throughout the day.,12/22/2011 7:00,3.84,12/21/2011 15:00,12/22/2011 7:00,0.88
6.64,12/19/2011 19:00,235,partly-cloudy-day,2.45,12/19/2011 1:00,0.47,2.7,1014.39,12/19/2011 2:00,4.02,rain,10.43,0.94,12/19/2011 19:00,2.27,4.02,1,12/19/2011 0:00,12/19/2011 15:53,5.83,-0.84,6.64,12/19/2011 8:03,12/19/2011 19:00,12/19/2011 11:00,Partly cloudy throughout the day.,12/20/2011 4:00,-3.67,12/19/2011 19:00,12/20/2011 8:00,0.81
11.19,12/28/2011 11:00,239,partly-cloudy-day,4.89,12/28/2011 23:00,0.46,6.02,1021.31,12/28/2011 21:00,11.19,rain,12.83,0.77,12/28/2011 11:00,0.98,11.19,1,12/28/2011 0:00,12/28/2011 15:58,5.31,5.95,11.19,12/28/2011 8:07,12/28/2011 11:00,12/28/2011 11:00,Partly cloudy until evening.,12/29/2011 3:00,1.84,12/28/2011 11:00,12/29/2011 3:00,0.13
12.57,12/31/2011 21:00,250,partly-cloudy-day,9.87,12/31/2011 0:00,0.76,5.46,1010.02,12/31/2011 0:00,12.17,rain,13.33,0.89,12/31/2011 14:00,11.9,12.57,0,12/31/2011 0:00,12/31/2011 16:01,11.9,10.66,12.17,12/31/2011 8:07,12/31/2011 14:00,12/31/2011 0:00,Mostly cloudy throughout the day.,1/1/2012 8:00,10.66,12/31/2011 21:00,1/1/2012 8:00,0.23
5.49,12/18/2011 14:00,289,partly-cloudy-day,-0.31,12/18/2011 23:00,0.22,3.6,1016.37,12/18/2011 6:00,1.98,rain,13.04,0.84,12/18/2011 14:00,-3.67,1.98,1,12/18/2011 0:00,12/18/2011 15:53,-0.84,-0.56,5.49,12/18/2011 8:03,12/18/2011 14:00,12/18/2011 12:00,Partly cloudy until evening.,12/19/2011 1:00,-4.12,12/18/2011 14:00,12/19/2011 2:00,0.77
11.36,11/15/2011 13:00,82,fog,6.67,11/15/2011 23:00,0.63,3.42,1018.53,11/15/2011 22:00,11.36,rain,5.39,0.87,11/15/2011 13:00,2.93,11.36,1,11/15/2011 0:00,11/15/2011 16:13,5.19,5.88,11.36,11/15/2011 7:19,11/15/2011 13:00,11/15/2011 10:00,Foggy in the morning.,11/16/2011 7:00,3.55,11/15/2011 13:00,11/16/2011 4:00,0.65
11.44,12/23/2011 4:00,247,partly-cloudy-day,7.08,12/23/2011 23:00,0.74,4.85,1017.67,12/23/2011 23:00,11.21,rain,12.36,0.85,12/23/2011 11:00,-0.51,11.44,0,12/23/2011 0:00,12/23/2011 15:55,3.17,5.28,11.21,12/23/2011 8:05,12/23/2011 11:00,12/23/2011 0:00,Mostly cloudy throughout the day.,12/24/2011 7:00,0.99,12/23/2011 4:00,12/24/2011 7:00,0.96
12.96,11/26/2011 14:00,237,wind,6.96,11/26/2011 1:00,0.44,5.75,1025.8,11/26/2011 5:00,12.96,rain,13.07,0.81,11/26/2011 14:00,11.59,12.96,1,11/26/2011 0:00,11/26/2011 16:00,11.59,7.01,12.96,11/26/2011 7:37,11/26/2011 14:00,11/26/2011 10:00,Mostly cloudy throughout the day and breezy overnight.,11/26/2011 23:00,4.69,11/26/2011 14:00,11/26/2011 23:00,0.05
13.94,11/5/2011 15:00,346,fog,10.96,11/5/2011 2:00,0.65,2.7,1007.39,11/5/2011 2:00,13.94,rain,4.6,0.92,11/5/2011 15:00,7.03,13.94,1,11/5/2011 0:00,11/5/2011 16:29,9.46,10.17,13.94,11/5/2011 7:01,11/5/2011 15:00,11/5/2011 10:00,Foggy in the morning.,11/6/2011 5:00,10.17,11/5/2011 15:00,11/6/2011 6:00,0.34
15.26,11/12/2011 13:00,122,fog,12.19,11/12/2011 23:00,0.78,2.5,1024.77,11/12/2011 23:00,15.26,rain,4.83,0.93,11/12/2011 13:00,10.76,15.26,1,11/12/2011 0:00,11/12/2011 16:17,10.76,11.56,15.26,11/12/2011 7:14,11/12/2011 13:00,11/12/2011 10:00,Foggy starting in the evening.,11/13/2011 7:00,11.56,11/12/2011 13:00,11/13/2011 7:00,0.55
6.08,12/10/2011 12:00,247,partly-cloudy-day,-0.34,12/10/2011 7:00,0.17,3.08,1015.58,12/10/2011 7:00,3.14,rain,12.83,0.81,12/10/2011 12:00,0.11,3.14,1,12/10/2011 0:00,12/10/2011 15:53,2.48,-0.13,6.08,12/10/2011 7:55,12/10/2011 12:00,12/10/2011 11:00,Partly cloudy until afternoon.,12/11/2011 1:00,-3.42,12/10/2011 12:00,12/11/2011 2:00,0.49
13.47,11/29/2011 14:00,213,wind,8.61,11/29/2011 23:00,0.6,6.48,1009.7,11/29/2011 23:00,13.47,rain,12.57,0.82,11/29/2011 14:00,3.34,13.47,1,11/29/2011 0:00,11/29/2011 15:58,6.34,6.37,13.47,11/29/2011 7:41,11/29/2011 14:00,11/29/2011 11:00,"Mostly cloudy until evening and breezy starting in the afternoon, continuing until evening.",11/30/2011 0:00,3.39,11/29/2011 14:00,11/30/2011 1:00,0.15
15.32,11/13/2011 12:00,90,fog,10.49,11/13/2011 23:00,0.56,3.81,1027.73,11/13/2011 23:00,15.32,rain,5.15,0.9,11/13/2011 12:00,6.47,15.32,1,11/13/2011 0:00,11/13/2011 16:16,8.16,10.23,15.32,11/13/2011 7:15,11/13/2011 12:00,11/13/2011 9:00,Foggy in the morning.,11/14/2011 8:00,10.23,11/13/2011 12:00,11/14/2011 7:00,0.58
12.93,11/22/2011 14:00,348,fog,9.97,11/22/2011 23:00,0.78,0.35,1018.38,11/22/2011 1:00,12.93,rain,3.35,0.94,11/22/2011 14:00,2.18,12.93,1,11/22/2011 0:00,11/22/2011 16:04,3.81,9.19,12.93,11/22/2011 7:31,11/22/2011 14:00,11/22/2011 11:00,Foggy until afternoon.,11/23/2011 7:00,8.95,11/22/2011 14:00,11/23/2011 7:00,0.9
5.92,12/14/2011 2:00,228,partly-cloudy-day,1.68,12/14/2011 18:00,0.36,4.48,994.48,12/14/2011 17:00,1.77,rain,13.2,0.79,12/14/2011 9:00,1.07,2.88,1,12/14/2011 0:00,12/14/2011 15:52,4.08,4.14,5.81,12/14/2011 7:59,12/14/2011 12:00,12/14/2011 11:00,Partly cloudy until evening.,12/15/2011 0:00,0.78,12/14/2011 3:00,12/15/2011 0:00,0.63
11.42,12/3/2011 10:00,247,partly-cloudy-day,6.58,12/3/2011 22:00,0.54,5.42,1003.55,12/3/2011 0:00,11.42,rain,12.7,0.79,12/3/2011 10:00,4.9,11.42,1,12/3/2011 0:00,12/3/2011 15:55,7.53,8.12,11.42,12/3/2011 7:47,12/3/2011 10:00,12/3/2011 11:00,Partly cloudy throughout the day.,12/4/2011 6:00,4.71,12/3/2011 10:00,12/4/2011 5:00,0.28
5.35,12/17/2011 14:00,285,partly-cloudy-day,0.96,12/17/2011 8:00,0.37,3.99,1008.46,12/17/2011 8:00,1.72,rain,11.64,0.86,12/17/2011 15:00,-4.12,1.72,1,12/17/2011 0:00,12/17/2011 15:53,-0.01,0.24,5.35,12/17/2011 8:02,12/17/2011 14:00,12/17/2011 11:00,Partly cloudy throughout the day.,12/18/2011 7:00,-3.56,12/17/2011 15:00,12/18/2011 6:00,0.73
9.58,12/29/2011 16:00,258,partly-cloudy-day,3.3,12/29/2011 3:00,0.45,6.83,1020.47,12/29/2011 3:00,6.46,rain,13.13,0.76,12/29/2011 15:00,1.71,6.46,1,12/29/2011 0:00,12/29/2011 15:59,5.33,5.31,9.58,12/29/2011 8:07,12/29/2011 16:00,12/29/2011 11:00,Partly cloudy throughout the day.,12/30/2011 7:00,0.98,12/29/2011 15:00,12/30/2011 7:00,0.17
13.54,11/27/2011 10:00,256,wind,5.76,11/27/2011 23:00,0.42,5.48,1021.11,11/27/2011 23:00,13.54,rain,13.08,0.72,11/27/2011 10:00,1.31,13.54,1,11/27/2011 0:00,11/27/2011 16:00,1.31,4.47,13.54,11/27/2011 7:38,11/27/2011 10:00,11/27/2011 10:00,Breezy in the morning and partly cloudy until afternoon.,11/28/2011 5:00,2.94,11/27/2011 10:00,11/28/2011 5:00,0.08
11.87,11/30/2011 12:00,205,wind,5.26,11/30/2011 0:00,0.31,4.43,1019.43,11/30/2011 1:00,11.87,rain,13.05,0.78,11/30/2011 12:00,6.23,11.87,1,11/30/2011 0:00,11/30/2011 15:57,9.44,6.34,11.87,11/30/2011 7:43,11/30/2011 12:00,11/30/2011 10:00,Partly cloudy throughout the day and breezy overnight.,12/1/2011 0:00,3.34,11/30/2011 12:00,12/1/2011 0:00,0.19
10.18,11/14/2011 0:00,93,fog,8.38,11/14/2011 8:00,0.86,3.34,1023.29,11/14/2011 10:00,7.97,rain,3.19,0.95,11/14/2011 15:00,6.06,10.18,1,11/14/2011 0:00,11/14/2011 16:14,8.41,8.16,9.68,11/14/2011 7:17,11/14/2011 19:00,11/14/2011 10:00,Foggy until evening.,11/15/2011 2:00,6.34,11/14/2011 0:00,11/15/2011 2:00,0.61
8.26,12/20/2011 12:00,279,partly-cloudy-day,3.64,12/20/2011 9:00,0.48,4.25,1015.09,12/20/2011 9:00,4.98,rain,12.89,0.81,12/20/2011 12:00,3.53,4.98,1,12/20/2011 0:00,12/20/2011 15:53,5.93,5.66,8.26,12/20/2011 8:04,12/20/2011 12:00,12/20/2011 11:00,Partly cloudy throughout the day.,12/21/2011 0:00,1.68,12/20/2011 12:00,12/20/2011 23:00,0.85
15.19,11/2/2011 23:00,134,partly-cloudy-night,10.23,11/2/2011 3:00,0.39,4.39,1004.79,11/2/2011 3:00,15.06,rain,11.83,0.87,11/2/2011 13:00,13.99,15.19,1,11/2/2011 0:00,11/2/2011 16:34,13.99,8.88,15.06,11/2/2011 6:56,11/2/2011 13:00,11/2/2011 9:00,Partly cloudy throughout the day.,11/2/2011 19:00,7.33,11/2/2011 23:00,11/2/2011 19:00,0.24
12.54,11/25/2012 2:00,225,wind,6.88,11/25/2012 8:00,0.54,6.54,1001.79,11/25/2012 8:00,10.92,rain,12.36,0.81,11/25/2012 13:00,6.04,12.54,1,11/25/2012 0:00,11/25/2012 16:01,7.68,7.46,10.92,11/25/2012 7:36,11/25/2012 13:00,11/25/2012 10:00,Breezy in the morning and partly cloudy throughout the day.,11/26/2012 7:00,2.87,11/25/2012 2:00,11/26/2012 7:00,0.41
